"alpha_opt","n_neighbors_pm005","min_neighbor_balanced_accuracy","max_neighbor_balanced_accuracy","min_neighbor_power","max_neighbor_nuisance"
0.75,3,0.9125,0.92375,0.863333333333333,0.0566666666666667
