"cell_id","family","N","R","test_R","kappa3","kappa4","reps","calibration_reps","alpha","order3_degenerate","order4_degenerate","threshold_normal","threshold_vp","threshold_empirical_order3","threshold_empirical_order4","threshold_empirical_joint","order3_rate_normal","order3_rate_vp","order3_rate_empirical","order4_rate_normal","order4_rate_vp","order4_rate_empirical","omnibus_rate_normal_bonferroni","omnibus_rate_vp_bonferroni","omnibus_rate_empirical_joint","order3_null_rate_normal","order3_null_rate_vp","order3_null_rate_empirical","order4_null_rate_normal","order4_null_rate_vp","order4_null_rate_empirical","omnibus_null_rate_normal_bonferroni","omnibus_null_rate_vp_bonferroni","omnibus_null_rate_empirical_joint","mean_abs_z3","mean_abs_z4","null_sd_z3","null_sd_z4","runtime_sec"
78,"skew_only",2000,1.5,1.5,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.909105827529,1.909105827529,1.909105827529,0.544,0.016,0.572,0.544,0.016,0.572,0.422,0,0.572,0.04,0,0.05,0.04,0,0.05,0.018,0,0.05,2.05885886352471,2.05885886352471,0.973193413099155,0.973193413099155,0.558999999999997
79,"mixed",2000,1.5,1.5,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.75947544428189,1.85699908617257,1.98979241327092,0.05,0,0.092,0.1,0,0.114,0.08,0,0.12,0.026,0,0.05,0.044,0.001,0.05,0.03,0,0.05,0.810332627998432,0.961942147964095,0.903906388468257,0.955446629250694,0.721
80,"mixed",2000,1.5,1.5,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.94559856178018,2.21397409128058,2.48700096339055,0.078,0,0.078,0.348,0.054,0.278,0.292,0.018,0.246,0.05,0,0.05,0.072,0.002,0.05,0.07,0.001,0.05,0.877055026759642,1.76475250234018,0.998972904664608,1.16634289312242,0.754000000000001
81,"mixed",2000,1.5,1.5,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.07840369883526,1.65853736393979,2.12806491582488,0.982,0.48,0.976,0.75,0.014,0.864,0.966,0.06,0.974,0.065,0,0.05,0.019,0,0.05,0.036,0,0.05,4.19736014756301,2.49557132232442,1.05509036777831,0.84325337951363,0.746000000000002
82,"skew_only",2000,1.5,1.5,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.11664570293457,2.11664570293457,2.11664570293457,1,0.922,1,1,0.922,1,1,0.474,1,0.073,0,0.05,0.073,0,0.05,0.038,0,0.05,5.96411390641585,5.96411390641585,1.09673660518306,1.09673660518306,0.620999999999999
83,"mixed",2000,1.5,1.5,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.06667941205574,2.61400974362526,2.66553312840721,0.982,0.49,0.976,0.99,0.808,0.978,0.988,0.386,0.974,0.071,0,0.05,0.141,0.003,0.05,0.096,0,0.05,4.30945210732247,5.60074828176329,1.07978124650343,1.33128377038353,0.773999999999997
84,"mixed",2000,1.5,1.5,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.05704998783995,2.52971562590823,2.5510560268563,0.822,0.128,0.794,0.95,0.48,0.88,0.926,0.128,0.89,0.063,0,0.05,0.139,0.001,0.05,0.093,0,0.05,3.02509853324991,4.33972762220833,1.03728697444715,1.321595326341,0.815999999999999
85,"pure_kurtosis",2000,2,2,0,-1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.07780358183609,1.07780358183609,NA,NA,NA,0.56,0,0.974,0.36,0,0.974,NA,NA,NA,0.001,0,0.05,0,0,0.05,NA,2.03568893209089,NA,0.58249193270455,0.461000000000002
86,"gaussian_no_direction",2000,2,2,0,0,500,1000,0.05,TRUE,TRUE,1.95996398454005,4.21637021355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.158000000000001
87,"pure_kurtosis",2000,2,2,0,1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.50383307128728,1.50383307128728,NA,NA,NA,0.402,0.048,0.618,0.316,0.012,0.618,NA,NA,NA,0.01,0.001,0.05,0.004,0.001,0.05,NA,2.00780301393606,NA,0.789817167197112,0.481999999999999
88,"pure_kurtosis",2000,2,2,0,3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.00785808607393,2.00785808607393,NA,NA,NA,0.876,0.362,0.872,0.834,0.16,0.872,NA,NA,NA,0.055,0.008,0.05,0.04,0.007,0.05,NA,4.43629793505864,NA,1.580478813981,0.515999999999998
89,"mixed",2000,2,2,0.75,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.6676437117627,1.35878059161404,1.72592378598499,0.046,0,0.092,0.07,0,0.268,0.038,0,0.174,0.026,0,0.05,0.005,0,0.05,0.011,0,0.05,0.810908338911268,1.03725333491544,0.869693222550206,0.697636658918168,0.686
90,"skew_only",2000,2,2,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.7340953829677,1.7340953829677,1.7340953829677,0.956,0.228,0.966,0.956,0.228,0.966,0.93,0.006,0.966,0.025,0,0.05,0.025,0,0.05,0.008,0,0.05,3.5368136980929,3.5368136980929,0.908421082987954,0.908421082987954,0.547999999999998
91,"mixed",2000,2,2,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.89079511683039,1.63316227432728,1.99129114483765,0.076,0.002,0.086,0.176,0.006,0.274,0.124,0.002,0.188,0.039,0,0.05,0.022,0,0.05,0.027,0,0.05,0.914883371716979,1.26886919941963,0.952535018130996,0.839922188735118,0.713999999999999
92,"mixed",2000,2,2,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.8495592158536,1.99959811707027,2.15704123195964,0.14,0.016,0.16,0.664,0.18,0.65,0.596,0.078,0.614,0.037,0.001,0.05,0.055,0.005,0.05,0.044,0.001,0.05,1.10487926823305,3.29842954383813,0.953442632938852,1.02654464976412,0.747999999999998
93,"mixed",2000,2,2,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.96772813454206,1.57469147996661,1.9749310476815,1,1,1,0.994,0.474,0.994,1,0.914,1,0.051,0.001,0.05,0.017,0,0.05,0.024,0,0.05,7.5374323493364,4.18998004468234,1.02842704371697,0.796230602441446,0.754999999999995
94,"skew_only",2000,2,2,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.07148696264645,2.07148696264645,2.07148696264645,1,1,1,1,1,1,1,1,1,0.066,0.001,0.05,0.066,0.001,0.05,0.035,0,0.05,10.5602297112042,10.5602297112042,1.05732705380637,1.05732705380637,0.603999999999999
95,"mixed",2000,2,2,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.9495938633771,2.39755437521188,2.39755437521188,1,1,1,1,1,1,1,0.992,1,0.047,0,0.05,0.12,0.001,0.05,0.071,0,0.05,7.50828888859429,9.78283567384594,1.00659400980642,1.23985397394225,0.795000000000002
96,"mixed",2000,2,2,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.89465893432921,2.37309085259426,2.40481158037854,0.996,0.832,0.998,0.998,0.97,0.998,0.998,0.732,0.998,0.046,0,0.05,0.093,0.003,0.05,0.069,0,0.05,5.15966600846969,7.14083776469974,0.988161862599165,1.17769780416465,0.805
97,"null_symmetric_loading",5000,1,1.25,0,-1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.51208456380586,1.51208456380586,NA,NA,NA,0.016,0,0.062,0.002,0,0.062,NA,NA,NA,0.011,0,0.05,0.005,0,0.05,NA,0.662849028287234,NA,0.794570641206159,1.262
98,"gaussian_no_direction",5000,1,1.25,0,0,500,1000,0.05,TRUE,TRUE,1.95996398454005,4.21637021355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.378999999999998
99,"null_symmetric_loading",5000,1,1.25,0,1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.99162330461718,1.99162330461718,NA,NA,NA,0.06,0,0.056,0.028,0,0.056,NA,NA,NA,0.054,0.002,0.05,0.026,0.001,0.05,NA,0.804982219958933,NA,1.07172073292335,1.182
100,"null_symmetric_loading",5000,1,1.25,0,3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.59202806593375,2.59202806593375,NA,NA,NA,0.126,0.01,0.06,0.086,0.006,0.06,NA,NA,NA,0.116,0.015,0.05,0.08,0.006,0.05,NA,1.05396806652711,NA,1.45667358024323,1.262
101,"null_symmetric_loading",5000,1,1.25,0.75,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.80680567251779,1.74608824586724,1.98262537356908,0.05,0,0.072,0.03,0,0.052,0.032,0,0.064,0.037,0,0.05,0.029,0,0.05,0.022,0,0.05,0.777886749335472,0.722442024166356,0.916551733891578,0.871305982966007,1.748
102,"null_symmetric_loading",5000,1,1.25,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.86531957901267,1.86531957901267,1.86531957901267,0.056,0,0.07,0.056,0,0.07,0.034,0,0.07,0.041,0,0.05,0.041,0,0.05,0.021,0,0.05,0.82738211228204,0.82738211228204,0.99927993691723,0.99927993691723,1.34
103,"null_symmetric_loading",5000,1,1.25,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.87239408759779,2.01632512258237,2.14472037020316,0.044,0,0.052,0.048,0,0.046,0.042,0,0.048,0.044,0,0.05,0.06,0,0.05,0.04,0,0.05,0.810659193379104,0.804140942812722,0.9929512673484,1.01895108203014,1.786
104,"null_symmetric_loading",5000,1,1.25,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.96581606171532,2.25732441067259,2.47038118027638,0.062,0,0.062,0.098,0.006,0.06,0.084,0,0.056,0.052,0,0.05,0.089,0.002,0.05,0.075,0,0.05,0.835463783268267,0.952220409213936,1.02085300192797,1.1972092473141,1.837
105,"null_symmetric_loading",5000,1,1.25,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.15282513785968,1.74833781765394,2.17127124871766,0.052,0,0.028,0.016,0,0.042,0.024,0,0.028,0.076,0,0.05,0.024,0,0.05,0.037,0,0.05,0.805098973457452,0.678114529812042,1.08821862809711,0.865594946769975,1.867
106,"null_symmetric_loading",5000,1,1.25,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.17030311871194,2.17030311871194,2.17030311871194,0.084,0,0.046,0.084,0,0.046,0.042,0,0.046,0.083,0,0.05,0.083,0,0.05,0.044,0,0.05,0.923861189150706,0.923861189150706,1.15802503988546,1.15802503988546,1.49
107,"null_symmetric_loading",5000,1,1.25,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.25125339257701,2.77879155828679,2.77879155828679,0.07,0,0.026,0.122,0,0.026,0.08,0,0.026,0.086,0,0.05,0.152,0.001,0.05,0.111,0,0.05,0.831544791083978,0.988061468783609,1.11101026661583,1.37809809662324,1.945
108,"null_symmetric_loading",5000,1,1.25,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.00141888734748,2.63267659988504,2.67985130963071,0.08,0,0.072,0.156,0.006,0.058,0.124,0,0.058,0.062,0,0.05,0.152,0.005,0.05,0.112,0,0.05,0.833594578435776,1.06273149736137,1.05682238340632,1.36197948132307,1.987
109,"pure_kurtosis",5000,1.25,1.25,0,-1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.66246530320782,1.66246530320782,NA,NA,NA,0.124,0,0.216,0.074,0,0.216,NA,NA,NA,0.018,0,0.05,0.004,0,0.05,NA,1.05872947472215,NA,0.837849364135997,1.122
110,"gaussian_no_direction",5000,1.25,1.25,0,0,500,1000,0.05,TRUE,TRUE,1.95996398454005,4.21637021355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.379000000000005
111,"pure_kurtosis",5000,1.25,1.25,0,1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.12120521823837,2.12120521823837,NA,NA,NA,0.17,0.006,0.144,0.128,0.002,0.144,NA,NA,NA,0.064,0.002,0.05,0.041,0.001,0.05,NA,1.15846689927486,NA,1.08669719437559,1.216
112,"pure_kurtosis",5000,1.25,1.25,0,3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.98818951219201,2.98818951219201,NA,NA,NA,0.444,0.078,0.234,0.376,0.026,0.234,NA,NA,NA,0.147,0.015,0.05,0.1,0.005,0.05,NA,2.1568971273817,NA,1.48336152727505,1.282
113,"mixed",5000,1.25,1.25,0.75,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.79297754198094,1.6568144795861,1.95455596249468,0.034,0,0.05,0.032,0,0.072,0.028,0,0.054,0.035,0,0.05,0.023,0,0.05,0.022,0,0.05,0.73631321863357,0.746644085500052,0.938207881886139,0.852680512492728,1.697
114,"skew_only",5000,1.25,1.25,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.84450952152288,1.84450952152288,1.84450952152288,0.384,0.002,0.43,0.384,0.002,0.43,0.286,0,0.43,0.038,0,0.05,0.038,0,0.05,0.016,0,0.05,1.68730765777512,1.68730765777512,0.947609473916228,0.947609473916228,1.348
115,"mixed",5000,1.25,1.25,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.94784930453203,1.99761152840133,2.1986970397871,0.066,0,0.068,0.086,0,0.08,0.082,0,0.086,0.048,0,0.05,0.057,0,0.05,0.046,0,0.05,0.807561400888001,0.948163143457192,1.0004505015355,1.0055472033005,1.76
116,"mixed",5000,1.25,1.25,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.99667969388781,2.30650473878191,2.52637379322375,0.05,0,0.048,0.272,0.036,0.216,0.244,0.006,0.182,0.056,0.001,0.05,0.103,0.006,0.05,0.084,0.001,0.05,0.817054416438599,1.55018069994065,1.01740888225768,1.81520424073953,1.811
117,"mixed",5000,1.25,1.25,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.18296889640438,1.78520416518871,2.2237062035439,0.906,0.252,0.868,0.56,0.004,0.646,0.86,0.016,0.862,0.079,0,0.05,0.032,0,0.05,0.05,0,0.05,3.46527976019258,2.14021862768302,1.09511764120557,0.891292376170432,1.86699999999999
118,"skew_only",5000,1.25,1.25,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.29988958140971,2.29988958140971,2.29988958140971,0.996,0.732,0.988,0.996,0.732,0.988,0.994,0.178,0.988,0.098,0,0.05,0.098,0,0.05,0.052,0,0.05,4.91626440753182,4.91626440753182,1.14082403142345,1.14082403142345,1.48400000000001
119,"mixed",5000,1.25,1.25,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.11674713879641,2.53631889989708,2.57167881608472,0.918,0.236,0.882,0.956,0.546,0.906,0.936,0.136,0.9,0.067,0,0.05,0.146,0.001,0.05,0.089,0,0.05,3.42268249190099,4.40789245105699,1.07960893088998,1.34212731222042,1.908
120,"mixed",5000,1.25,1.25,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.98774473975931,2.62856677480462,2.64269944717278,0.676,0.038,0.666,0.848,0.294,0.71,0.812,0.058,0.72,0.052,0,0.05,0.134,0.005,0.05,0.102,0,0.05,2.41605631348663,3.47469523519709,1.02744558172045,1.35886364851227,1.971
121,"pure_kurtosis",5000,1.5,1.5,0,-1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.44565437290598,1.44565437290598,NA,NA,NA,0.442,0,0.752,0.306,0,0.752,NA,NA,NA,0.007,0,0.05,0.002,0,0.05,NA,1.89310049891606,NA,0.735836352075561,1.10799999999999
122,"gaussian_no_direction",5000,1.5,1.5,0,0,500,1000,0.05,TRUE,TRUE,1.95996398454005,4.21637021355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.379000000000005
123,"pure_kurtosis",5000,1.5,1.5,0,1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.04809627177439,2.04809627177439,NA,NA,NA,0.474,0.038,0.446,0.362,0.004,0.446,NA,NA,NA,0.062,0,0.05,0.027,0,0.05,NA,1.98512864889408,NA,1.00391310399679,1.17699999999999
124,"pure_kurtosis",5000,1.5,1.5,0,3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.62943546897031,2.62943546897031,NA,NA,NA,0.848,0.354,0.712,0.792,0.116,0.712,NA,NA,NA,0.122,0.012,0.05,0.082,0.005,0.05,NA,4.32717491149853,NA,1.81704222188166,1.241
125,"mixed",5000,1.5,1.5,0.75,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.78306240916565,1.61377776505486,1.96894955434399,0.044,0,0.054,0.108,0,0.192,0.056,0,0.124,0.035,0,0.05,0.022,0,0.05,0.022,0,0.05,0.794255929707359,1.0269080496849,0.933359791598718,0.841890444062342,1.764
126,"skew_only",5000,1.5,1.5,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.80899541031454,1.80899541031454,1.80899541031454,0.916,0.124,0.934,0.916,0.124,0.934,0.854,0.006,0.934,0.037,0,0.05,0.037,0,0.05,0.019,0,0.05,3.17778055980309,3.17778055980309,0.934902097488072,0.934902097488072,1.35900000000001
127,"mixed",5000,1.5,1.5,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.87470161661044,1.94241000612248,2.09617145059252,0.08,0,0.104,0.224,0.002,0.226,0.164,0,0.196,0.038,0,0.05,0.046,0,0.05,0.033,0,0.05,0.887535375966742,1.28269243683641,0.942641011849054,0.985820264673327,1.86999999999999
128,"mixed",5000,1.5,1.5,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.8862901767716,2.30297261631818,2.45086566949248,0.098,0.002,0.114,0.65,0.116,0.54,0.572,0.046,0.498,0.044,0.001,0.05,0.09,0.01,0.05,0.075,0.005,0.05,0.90439138091781,2.76380386924578,0.984239091677552,1.33571893730488,1.876
129,"mixed",5000,1.5,1.5,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.11970329955713,1.61796262544545,2.16625916213593,1,0.99,1,0.994,0.35,0.998,1,0.762,1,0.066,0,0.05,0.019,0,0.05,0.042,0,0.05,6.69050963573811,3.91458193465282,1.06627274617091,0.84718165006909,1.896
130,"skew_only",5000,1.5,1.5,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.26702130794748,2.26702130794748,2.26702130794748,1,1,1,1,1,1,1,1,1,0.095,0,0.05,0.095,0,0.05,0.056,0,0.05,9.50969494821445,9.50969494821445,1.17127408525231,1.17127408525231,1.491
131,"mixed",5000,1.5,1.5,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.02031726866158,2.61873926905866,2.61873926905866,1,0.998,1,1,1,1,1,0.978,1,0.055,0.001,0.05,0.135,0.002,0.05,0.094,0,0.05,6.79428252610937,8.81350370316524,1.03550561181459,1.32501686078688,1.94800000000001
132,"mixed",5000,1.5,1.5,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.04081030218172,2.61461690601687,2.62754068499402,0.994,0.66,0.988,0.998,0.954,0.996,0.996,0.658,0.996,0.057,0,0.05,0.145,0.002,0.05,0.1,0,0.05,4.63398168789812,6.70194122855208,1.02815331169319,1.32679532049757,1.98099999999999
133,"pure_kurtosis",5000,2,2,0,-1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.09030955199688,1.09030955199688,NA,NA,NA,0.996,0.006,1,0.97,0,1,NA,NA,NA,0.002,0,0.05,0,0,0.05,NA,3.1980038012957,NA,0.57374246074418,1.126
134,"gaussian_no_direction",5000,2,2,0,0,500,1000,0.05,TRUE,TRUE,1.95996398454005,4.21637021355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.379999999999995
135,"pure_kurtosis",5000,2,2,0,1.3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,1.57055870074714,1.57055870074714,NA,NA,NA,0.854,0.184,0.93,0.782,0.038,0.93,NA,NA,NA,0.021,0,0.05,0.008,0,0.05,NA,3.26186400273342,NA,0.822852217970734,1.196
136,"pure_kurtosis",5000,2,2,0,3,500,1000,0.05,TRUE,FALSE,1.95996398454005,4.21637021355784,NA,2.12427513121393,2.12427513121393,NA,NA,NA,0.998,0.838,0.996,0.994,0.476,0.996,NA,NA,NA,0.063,0.007,0.05,0.04,0.004,0.05,NA,6.83392149112368,NA,2.31427860096841,1.258
137,"mixed",5000,2,2,0.75,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.8068968822517,1.46505413438298,1.84666844989768,0.106,0,0.14,0.296,0,0.584,0.182,0,0.376,0.032,0,0.05,0.008,0,0.05,0.019,0,0.05,1.00208063841001,1.63665858510475,0.907647909611692,0.735420485081175,1.726
138,"skew_only",5000,2,2,0.75,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.88492554276095,1.88492554276095,1.88492554276095,1,0.936,1,1,0.936,1,1,0.326,1,0.042,0,0.05,0.042,0,0.05,0.019,0,0.05,5.5902062855117,5.5902062855117,0.937584308901728,0.937584308901728,1.35899999999999
139,"mixed",5000,2,2,0.75,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.83871252610123,1.66519832885483,1.9596952985411,0.138,0.002,0.17,0.43,0.014,0.586,0.346,0.004,0.436,0.038,0,0.05,0.02,0,0.05,0.02,0,0.05,1.08160827057633,1.94706711127365,0.928940752746949,0.831212451485559,1.771
140,"mixed",5000,2,2,0.75,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,1.83807134964967,1.8418197168106,2.15583876485405,0.098,0.008,0.122,0.96,0.462,0.964,0.93,0.178,0.944,0.037,0,0.05,0.041,0.003,0.05,0.04,0.003,0.05,0.999338818800358,4.72976920855105,0.947829695036764,0.988892526646924,1.828
141,"mixed",5000,2,2,2.25,-1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.01273759812397,1.57023112303162,2.03600877612807,1,1,1,1,0.99,1,1,1,1,0.058,0,0.05,0.014,0,0.05,0.026,0,0.05,11.8188916534146,6.49495264753407,1.01420619920832,0.79065294644485,1.87
142,"skew_only",5000,2,2,2.25,0,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.12877609253266,2.12877609253266,2.12877609253266,1,1,1,1,1,1,1,1,1,0.071,0,0.05,0.071,0,0.05,0.039,0,0.05,16.604831465814,16.604831465814,1.08466990817795,1.08466990817795,1.526
143,"mixed",5000,2,2,2.25,1.3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.04595026972347,2.55783197445672,2.55783197445672,1,1,1,1,1,1,1,1,1,0.064,0,0.05,0.146,0.001,0.05,0.089,0,0.05,11.8212590378383,15.3676815071322,1.05423884346852,1.30416451647632,1.922
144,"mixed",5000,2,2,2.25,3,500,1000,0.05,FALSE,FALSE,1.95996398454005,4.21637021355784,2.01294765727498,2.39730384669047,2.49050802441426,1,0.998,1,1,1,1,1,1,1,0.058,0,0.05,0.104,0.002,0.05,0.08,0,0.05,8.31768261653534,11.7199226273034,1.01263468027069,1.22696915235,2.00200000000001
