"run","n_reps","B","alpha","sigma_T","sigma_W","lambda","gamma_T","cond_idx","condition","gamma_W1","gamma_W2","N","estimator","n_reject","rejection_rate","ci_lo","ci_hi","mean_estimate","sd_estimate","mcse_mean_estimate","mean_K_phi4","mean_K_phi7","mean_K_phi8","sd_K_phi4","kappa3_W1_minus_W2","kappa4_W1_minus_W2","offset_theory_k3_only","offset_theory_all_aux","Kpop_phi4","Kpop_phi7","Kpop_phi8","offset_theory_Kpop","seed_base","seed_first","seed_last","cell_elapsed_sec","max_diag_err","max_parity22"
"extended_1000",1000,200,0.05,1,1,1,0,12,"treatment_mild_skew_vs_gaussian",0.75,0,5000,"pmm2_full_3aux",813,0.813,0.787652264237106,0.835952184950937,0.0957469762390091,0.0345957460846993,0.00109401354980502,0.154376064418955,0.0887029084170312,-0.0244085491430375,0.0145032633621942,0.75,0.84375,0.115782048314216,0.0951873349747784,0.155384623965559,0.0921299214819655,-0.0253166683824512,0.0951775290264763,20260548,21380549,21381548,136.388111829758,0,9.09554342504171e-06
"extended_1000",1000,200,0.05,1,1,1,0,12,"treatment_mild_skew_vs_gaussian",0.75,0,5000,"pmm2_single_aux_phi4",853,0.853,0.829702267060965,0.873596041448233,0.106494188870096,0.0363624711132866,0.00114988230070064,0.141049032984402,NA,NA,0.0168223313274632,0.75,0.84375,0.105786774738301,0.105786774738301,0.140372687634126,NA,NA,0.105279515725594,20260548,21380549,21381548,136.388111829758,0,9.09554342504171e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,1,"control_gaussian",0,0,500,"naive_delta_c3",12,0.06,0.0346521942543319,0.101931692957663,0.00314057605354655,0.0531873682956999,0.00376091487953558,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20770549,20770748,3.33389401435852,0,3.47191501288008e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,1,"control_gaussian",0,0,500,"pmm2_full_3aux",14,0.07,0.0421521718283428,0.114054808856106,0.00130824113125661,0.0373743804067843,0.00264276778282828,0.149878852773078,0.00503020324232161,-0.00303829596831741,0.0307689202674254,0,0,0,0,0.153794031300011,0.000506784722778859,-0.000430773453817243,0,20260548,20770549,20770748,3.33389401435852,0,3.47191501288008e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,1,"control_gaussian",0,0,500,"pmm2_single_aux_phi4",9,0.045,0.023852543001493,0.0832967040018196,0.00110286530504978,0.0388362907494187,0.00274614045450464,0.151571625371612,NA,NA,0.0320936010047291,0,0,0,0,0.153796296084048,NA,NA,0,20260548,20770549,20770748,3.33389401435852,0,3.47191501288008e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,2,"control_identical_skew",2.25,2.25,500,"naive_delta_c3",13,0.065,0.038376354649153,0.108019079299069,0.00262494274177078,0.0856524304841215,0.00605654144204317,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20780549,20780748,3.57085919380188,0,1.55691306933797e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,2,"control_identical_skew",2.25,2.25,500,"pmm2_full_3aux",13,0.065,0.038376354649153,0.108019079299069,0.00538185395302814,0.0441809789135917,0.00312406697892606,0.0739319320865714,0.22962531928067,-0.0276612889853156,0.0700870537686273,0,0,0,0,0.0443413145957986,0.16492876835574,-0.0115738730134992,0,20260548,20780549,20780748,3.57085919380188,0,1.55691306933797e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,2,"control_identical_skew",2.25,2.25,500,"pmm2_single_aux_phi4",14,0.07,0.0421521718283428,0.114054808856106,0.00401600226983499,0.0726192690706903,0.00513495776046957,0.0627767477418113,NA,NA,0.0631407404945087,0,0,0,0,0.0676265292339265,NA,NA,0,20260548,20780549,20780748,3.57085919380188,0,1.55691306933797e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,3,"treatment_skew_vs_gaussian",2.25,0,500,"naive_delta_c3",19,0.095,0.0616631027173865,0.143601611648199,-0.0138630599376478,0.0902026823868506,0.00637829283969584,NA,NA,NA,NA,0.795495128834866,1.8984375,0,0,NA,NA,NA,0,20260548,20790549,20790748,3.85353183746338,0,4.98333921869765e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,3,"treatment_skew_vs_gaussian",2.25,0,500,"pmm2_full_3aux",49,0.245,0.190568680890372,0.309042435562034,0.0452513823929894,0.034243604782221,0.00242138851537805,0.151294259857992,0.192380350346012,-0.0448593201575928,0.0572819344965481,0.795495128834866,1.8984375,0.120353846737709,0.0351912311260292,0.116269325951826,0.154157583140204,-0.0232464426002209,0.048359764053734,20260548,20790549,20790748,3.85353183746338,0,4.98333921869765e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,3,"treatment_skew_vs_gaussian",2.25,0,500,"pmm2_single_aux_phi4",74,0.37,0.306126084098591,0.438773700759498,0.0646391665033469,0.0522198520141789,0.00369250114717839,0.0946964516897782,NA,NA,0.0783523043207816,0.795495128834866,1.8984375,0.0753305660371648,0.0753305660371648,0.0779098189850868,NA,NA,0.0619768814910427,20260548,20790549,20790748,3.85353183746338,0,4.98333921869765e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,4,"treatment_mild_skew_vs_gaussian",0.75,0,500,"naive_delta_c3",18,0.09,0.0576874488621932,0.137765718767165,-0.000900304750527902,0.0623434492925893,0.00440834757573496,NA,NA,NA,NA,0.265165042944955,0.2109375,0,0,NA,NA,NA,0,20260548,20800549,20800748,3.59280300140381,0,5.31161720858375e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,4,"treatment_mild_skew_vs_gaussian",0.75,0,500,"pmm2_full_3aux",28,0.14,0.0986698263345564,0.194898808657076,0.029097314225863,0.0398251461549911,0.00281606309079396,0.152875394854424,0.11710810995348,-0.0325532342127898,0.0388835875037043,0.265165042944955,0.2109375,0.0405372106418003,0.0336705128000399,0.155290915594901,0.130101546674943,-0.0357404814903192,0.0336387144883192,20260548,20800549,20800748,3.59280300140381,0,5.31161720858375e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,4,"treatment_mild_skew_vs_gaussian",0.75,0,500,"pmm2_single_aux_phi4",34,0.17,0.12427907912587,0.228158836283126,0.0364199796875679,0.0428419837931803,0.00302938572596419,0.138640115914641,NA,NA,0.0437977817257985,0.265165042944955,0.2109375,0.0367625122903994,0.0367625122903994,0.140320857330563,NA,NA,0.0372081861601318,20260548,20800549,20800748,3.59280300140381,0,5.31161720858375e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,5,"control_gaussian",0,0,2000,"naive_delta_c3",14,0.07,0.0421521718283428,0.114054808856106,0.0046607431306143,0.025027355757157,0.00176970129710539,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20810549,20810748,7.59829688072205,0,1.99244631633316e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,5,"control_gaussian",0,0,2000,"pmm2_full_3aux",11,0.055,0.0309853417034588,0.0957869987723084,0.00369980539619341,0.0190555012913281,0.00134742741820071,0.151826847667188,-0.00152478769690751,0.000543399707960692,0.0162818435579898,0,0,0,0,0.153794031300011,0.000506784722778859,-0.000430773453817243,0,20260548,20810549,20810748,7.59829688072205,0,1.99244631633316e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,5,"control_gaussian",0,0,2000,"pmm2_single_aux_phi4",15,0.075,0.045974917184382,0.120043610236295,0.00360704968462096,0.019378953321183,0.00137029893057061,0.151534995184008,NA,NA,0.0162295642224234,0,0,0,0,0.153796296084048,NA,NA,0,20260548,20810549,20810748,7.59829688072205,0,1.99244631633316e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,6,"control_identical_skew",2.25,2.25,2000,"naive_delta_c3",25,0.125,0.0861197447571265,0.178014250025823,-0.000578210692351309,0.048646884613215,0.00343985419936039,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20820549,20820748,8.97521305084229,0,4.80791865764552e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,6,"control_identical_skew",2.25,2.25,2000,"pmm2_full_3aux",15,0.075,0.045974917184382,0.120043610236295,-1.74434245831636e-05,0.0230139301502286,0.00162733060709802,0.0527480954973647,0.196927920317835,-0.0171534391681388,0.0410652913442424,0,0,0,0,0.0443413145957986,0.16492876835574,-0.0115738730134992,0,20260548,20820549,20820748,8.97521305084229,0,4.80791865764552e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,6,"control_identical_skew",2.25,2.25,2000,"pmm2_single_aux_phi4",19,0.095,0.0616631027173865,0.143601611648199,-0.000273678051202394,0.0419606415366584,0.00296706541735091,0.0652085216456551,NA,NA,0.0422506028681971,0,0,0,0,0.0676265292339265,NA,NA,0,20260548,20820549,20820748,8.97521305084229,0,4.80791865764552e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,7,"treatment_skew_vs_gaussian",2.25,0,2000,"naive_delta_c3",10,0.05,0.0273826456007639,0.089578148138776,0.00218157751065675,0.0406806549095495,0.00287655669496523,NA,NA,NA,NA,0.795495128834866,1.8984375,0,0,NA,NA,NA,0,20260548,20830549,20830748,7.9957480430603,0,2.38307038755992e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,7,"treatment_skew_vs_gaussian",2.25,0,2000,"pmm2_full_3aux",159,0.795,0.733743019475775,0.845138237961638,0.0467705882445596,0.0176914033005464,0.00125097112425224,0.139424687136514,0.186401083281736,-0.0379201139538887,0.0399169527343171,0.795495128834866,1.8984375,0.110911659456422,0.0389226931220866,0.116269325951826,0.154157583140204,-0.0232464426002209,0.048359764053734,20260548,20830549,20830748,7.9957480430603,0,2.38307038755992e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,7,"treatment_skew_vs_gaussian",2.25,0,2000,"pmm2_single_aux_phi4",136,0.68,0.612481015658865,0.74073466684532,0.0635226326244592,0.0332644857581573,0.00235215434522763,0.0771498775874322,NA,NA,0.0494852804230766,0.795495128834866,1.8984375,0.0613723518110085,0.0613723518110085,0.0779098189850868,NA,NA,0.0619768814910427,20260548,20830549,20830748,7.9957480430603,0,2.38307038755992e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,8,"treatment_mild_skew_vs_gaussian",0.75,0,2000,"naive_delta_c3",14,0.07,0.0421521718283428,0.114054808856106,-0.000111605827067731,0.0305809861295049,0.00216240226675447,NA,NA,NA,NA,0.265165042944955,0.2109375,0,0,NA,NA,NA,0,20260548,20840549,20840748,8.45426893234253,0,3.47018538870147e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,8,"treatment_mild_skew_vs_gaussian",0.75,0,2000,"pmm2_full_3aux",85,0.425,0.358536125435139,0.494290673521451,0.0321727716443602,0.0196693333418204,0.00139083189874199,0.154422182399561,0.12458975166832,-0.0342314109797881,0.0218058724384885,0.265165042944955,0.2109375,0.0409473646276333,0.0337266763740842,0.155290915594901,0.130101546674943,-0.0357404814903192,0.0336387144883192,20260548,20840549,20840748,8.45426893234253,0,3.47018538870147e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,8,"treatment_mild_skew_vs_gaussian",0.75,0,2000,"pmm2_single_aux_phi4",93,0.465,0.39718564157004,0.534133531276369,0.0363424196473788,0.0208591821008777,0.00147496691135357,0.140494906915792,NA,NA,0.025051530503685,0.265165042944955,0.2109375,0.0372543380258736,0.0372543380258736,0.140320857330563,NA,NA,0.0372081861601318,20260548,20840549,20840748,8.45426893234253,0,3.47018538870147e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,9,"control_gaussian",0,0,5000,"naive_delta_c3",12,0.06,0.0346521942543319,0.101931692957663,0.00163284484181882,0.018280213196529,0.00129260627128015,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20850549,20850748,20.9944360256195,0,9.65826816985357e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,9,"control_gaussian",0,0,5000,"pmm2_full_3aux",11,0.055,0.0309853417034588,0.0957869987723084,0.00119640741771809,0.0135670557291086,0.000959335710678849,0.153726620477805,-0.000612982544506104,3.29615750212357e-05,0.00987458422826418,0,0,0,0,0.153794031300011,0.000506784722778859,-0.000430773453817243,0,20260548,20850549,20850748,20.9944360256195,0,9.65826816985357e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,9,"control_gaussian",0,0,5000,"pmm2_single_aux_phi4",17,0.085,0.0537457501774756,0.131895870715656,0.00116172287758884,0.0136396201513616,0.000964466790183645,0.153656435792397,NA,NA,0.0104348809419814,0,0,0,0,0.153796296084048,NA,NA,0,20260548,20850549,20850748,20.9944360256195,0,9.65826816985357e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,10,"control_identical_skew",2.25,2.25,5000,"naive_delta_c3",13,0.065,0.038376354649153,0.108019079299069,-0.00049268072604594,0.0276879946204507,0.00195783687535774,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,20260548,20860549,20860748,20.6786370277405,0,2.91015583799015e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,10,"control_identical_skew",2.25,2.25,5000,"pmm2_full_3aux",13,0.065,0.038376354649153,0.108019079299069,-0.00275727255564034,0.0151744189509218,0.00107299345407624,0.0432048184994968,0.188167861294192,-0.0136449866037133,0.0308959571366607,0,0,0,0,0.0443413145957986,0.16492876835574,-0.0115738730134992,0,20260548,20860549,20860748,20.6786370277405,0,2.91015583799015e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,10,"control_identical_skew",2.25,2.25,5000,"pmm2_single_aux_phi4",14,0.07,0.0421521718283428,0.114054808856106,-0.000362372738080996,0.0246703898501191,0.0017444599957535,0.0619391622803928,NA,NA,0.0276180402189638,0,0,0,0,0.0676265292339265,NA,NA,0,20260548,20860549,20860748,20.6786370277405,0,2.91015583799015e-06
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,11,"treatment_skew_vs_gaussian",2.25,0,5000,"naive_delta_c3",11,0.055,0.0309853417034588,0.0957869987723084,0.00109637272707461,0.0267059313708169,0.00188839451702072,NA,NA,NA,NA,0.795495128834866,1.8984375,0,0,NA,NA,NA,0,20260548,20870549,20870748,22.5871670246124,0,2.38102306197585e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,11,"treatment_skew_vs_gaussian",2.25,0,5000,"pmm2_full_3aux",195,0.975,0.942821659593358,0.989275280348239,0.0483960803785528,0.0127980296911,0.000904957358040359,0.136319318888464,0.173281374279413,-0.0329823758045052,0.0306611791199055,0.795495128834866,1.8984375,0.10844135414186,0.0458263750754944,0.116269325951826,0.154157583140204,-0.0232464426002209,0.048359764053734,20260548,20870549,20870748,22.5871670246124,0,2.38102306197585e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,11,"treatment_skew_vs_gaussian",2.25,0,5000,"pmm2_single_aux_phi4",157,0.785,0.722976926510034,0.836281237454924,0.0580756327044997,0.0233490090635912,0.00165102426428515,0.0722664541874415,NA,NA,0.0389699491627504,0.795495128834866,1.8984375,0.0574876122842777,0.0574876122842777,0.0779098189850868,NA,NA,0.0619768814910427,20260548,20870549,20870748,22.5871670246124,0,2.38102306197585e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,12,"treatment_mild_skew_vs_gaussian",0.75,0,5000,"naive_delta_c3",6,0.03,0.0138203143401113,0.0638942924545192,-0.00102215634850535,0.0181963568379351,0.00128667673129941,NA,NA,NA,NA,0.265165042944955,0.2109375,0,0,NA,NA,NA,0,20260548,20880549,20880748,22.8821170330048,0,2.51582217205976e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,12,"treatment_mild_skew_vs_gaussian",0.75,0,5000,"pmm2_full_3aux",160,0.8,0.739144813434621,0.849547990739019,0.0328024895058378,0.0120530051586733,0.000852276168137435,0.1535786123705,0.128095633188647,-0.0349011038563452,0.0159946960797146,0.265165042944955,0.2109375,0.0407236793446502,0.0333617277499524,0.155290915594901,0.130101546674943,-0.0357404814903192,0.0336387144883192,20260548,20880549,20880748,22.8821170330048,0,2.51582217205976e-05
"scale_invsqrt2_200",200,200,0.05,0.707106781186547,0.707106781186547,1,0,12,"treatment_mild_skew_vs_gaussian",0.75,0,5000,"pmm2_single_aux_phi4",169,0.845,0.788393094076579,0.888603630723107,0.0368565848562137,0.0124085939987269,0.000877420096149048,0.14059499203656,NA,NA,0.0156036858685122,0.265165042944955,0.2109375,0.0372808771012202,0.0372808771012202,0.140320857330563,NA,NA,0.0372081861601318,20260548,20880549,20880748,22.8821170330048,0,2.51582217205976e-05
